Date,District,Address,Transaction Price,Sq Price,Area,Source,Link
2023-07-13,Sheung Shui,"Flat E, Middle, Block 1",HKD$6.6 Millions,"@$12,044",548ft²,MIDLAND,https://www.28hse.com/en/estate/detail/royal-green-4210/transaction/deal-526814
2023-07-13,Tseung Kwan O,"Flat H, Middle, Block 06, Phase 1",HKD$8.08 Millions,"@$17,376",465ft²,MIDLAND,https://www.28hse.com/en/estate/detail/park-central-4007/transaction/deal-526813
2023-07-13,Tiu Keng Leng,"Flat G, High, Block 06, Phase 1","HKD$18,000 ",@$35,510ft²,MIDLAND,https://www.28hse.com/en/estate/detail/ocean-shores-4003/transaction/rent/deal-526812
2023-07-13,Tiu Keng Leng,"Flat E, Low, Block 13, Phase 3",HKD$9.18 Millions,"@$12,593",729ft²,MIDLAND,https://www.28hse.com/en/estate/detail/ocean-shores-4003/transaction/deal-526811
2023-07-13,Tsuen Wan Sham Tseng,"Flat A, Low, Block 7, Phase 1","HKD$21,500 ",@$28,755ft²,MIDLAND,https://www.28hse.com/en/estate/detail/bellagio-4540/transaction/rent/deal-526810
2023-07-14,Tseung Kwan O,"Flat C, Low, Tower 7b, Monterey","HKD$23,000 ",@$43,537ft²,CENTANET,https://www.28hse.com/en/estate/detail/monterey-22186/transaction/rent/deal-527168
2023-07-14,Ma On Shan,"Flat A02, Middle, Tower 1, The Met. Bliss","HKD$10,700 ",@$47,227ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-met-bliss-8942/transaction/rent/deal-527167
2023-07-14,Yuen Long,"Flat L, Middle, Tower 1, Twin Regency","HKD$10,000 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/twin-regency-8780/transaction/rent/deal-527166
2023-07-14,Ma On Shan,"Flat 6, High, Block C, Phase 2","HKD$13,300 ",@$41,321ft²,MIDLAND,https://www.28hse.com/en/estate/detail/sunshine-city-4040/transaction/rent/deal-527165
2023-07-14,Ma On Shan,"Flat 6, High, Block C, Phase 2","HKD$13,300 ",@$41,321ft²,MIDLAND,https://www.28hse.com/en/estate/detail/sunshine-city-4040/transaction/rent/deal-527164
2023-07-14,Discovery Bay,"Flat F, Middle, Seaview, Phase 1-parkridge Village","HKD$11,000 ",@$25,440ft²,CENTANET,https://www.28hse.com/en/estate/detail/discovery-bay-4730/transaction/rent/deal-527162
2023-07-14,Tuen Mun,"Flat E, High, Block 5, Beneville","HKD$14,500 ",@$34,428ft²,CENTANET,https://www.28hse.com/en/estate/detail/beneville-4410/transaction/rent/deal-527161
2023-07-14,Tung Chung,"Flat D, Low, Tower 9, The Visionary","HKD$18,000 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-visionary-8256/transaction/rent/deal-527160
2023-07-14,Yuen Long,"Flat B, High, Tower 10",HKD$6.78 Millions,"@$12,151",558ft²,CENTANET,https://www.28hse.com/en/estate/detail/park-signature-8155/transaction/deal-527159
2023-07-14,FanLing,"Flat D, Middle, Tower 1, Green Code","HKD$13,000 ",@$28,469ft²,CENTANET,https://www.28hse.com/en/estate/detail/green-code-7925/transaction/rent/deal-527158
2023-07-14,Yuen Long,"Flat G, Middle, Tower 10",HKD$5.7 Millions,"@$12,955",440ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-reach-7742/transaction/deal-527157
2023-07-14,Tai Po,"Flat PH-32C複式單位, House 32",HKD$15.2 Millions,"@$9,584","1,586ft²",CENTANET,https://www.28hse.com/en/estate/detail/forest-hill-24597/transaction/deal-527156
2023-07-14,Sheung Shui,"Flat 17, Middle, Tin Hee House (block 6)",HKD$2.12 Millions,"@$4,371",485ft²,CENTANET,https://www.28hse.com/en/estate/detail/tin-ping-estate-5109/transaction/deal-527155
2023-07-14,Kwai Chung,"Flat A, Middle, Block 15",HKD$8 Millions,"@$11,348",705ft²,CENTANET,https://www.28hse.com/en/estate/detail/wonderland-villas-4657/transaction/deal-527154
2023-07-14,Tsuen Wan,"Flat H, High, Block 4",HKD$7.28 Millions,"@$11,934",610ft²,CENTANET,https://www.28hse.com/en/estate/detail/bayview-garden-4608/transaction/deal-527153
2023-07-14,Tsuen Wan,"Flat B, Low, Block 5",HKD$6.9 Millions,"@$9,986",691ft²,CENTANET,https://www.28hse.com/en/estate/detail/bayview-garden-4608/transaction/deal-527152
2023-07-14,Tsuen Wan,"Flat E, High, Block 4, Phase 1",HKD$4.65 Millions,"@$12,845",362ft²,CENTANET,https://www.28hse.com/en/estate/detail/tsuen-king-garden-4574/transaction/deal-527151
2023-07-14,Tin Shui Wai,"Flat 19, Middle, Tin Lai Court",HKD$2.75 Millions,"@$6,486",424ft²,CENTANET,https://www.28hse.com/en/estate/detail/tin-lai-court-4375/transaction/deal-527150
2023-07-14,Yuen Long,"Flat 47號屋, No. 47 (s.d Ss.295), Section D, 4th Street",HKD$10.3 Millions,"@$11,419",902ft²,CENTANET,https://www.28hse.com/en/estate/detail/fairview-park-27654/transaction/deal-527149
2023-07-14,FanLing,"Flat B, Low, Block 6, Grand Regentville",HKD$5.8 Millions,"@$12,609",460ft²,CENTANET,https://www.28hse.com/en/estate/detail/grand-regentville-4176/transaction/deal-527148
2023-06-15,Tuen Mun Castle Peak Road,"Flat C, Low, Block 3, Palm Cove","HKD$20,000 ",@$29,700ft²,CENTANET,https://www.28hse.com/en/estate/detail/palm-cove-4420/transaction/rent/deal-516421
2023-06-15,Sheung Shui,"Flat E, Middle, Block 4, Sheung Shui Centre","HKD$19,000 ",@$36,532ft²,CENTANET,https://www.28hse.com/en/estate/detail/sheung-shui-centre-4214/transaction/rent/deal-516420
2023-06-15,Tseung Kwan O,"Flat G, Low, Tower 7, Phase 2 Le Point",HKD$7.528 Millions,"@$14,966",503ft²,CENTANET,https://www.28hse.com/en/estate/detail/metro-town-24244/transaction/deal-516419
2023-06-15,Tseung Kwan O,"Flat E, Middle, Block 2, The Grandiose","HKD$16,500 ",@$38,439ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-grandiose-4005/transaction/rent/deal-516418
2023-06-15,Tin Shui Wai,"Flat B, Low, Block 06, Maywood Court","HKD$13,500 ",@$22,623ft²,MIDLAND,https://www.28hse.com/en/estate/detail/kingswood-villas-4390/transaction/rent/deal-516417
2023-06-15,Tin Shui Wai,"Flat B, Low, Block 06, Maywood Court","HKD$13,500 ",@$22,623ft²,MIDLAND,https://www.28hse.com/en/estate/detail/kingswood-villas-4390/transaction/rent/deal-516416
2023-06-15,Tuen Mun Castle Peak Road,"Flat C, Middle, The Laguna Tower 3, The Bloomsway","HKD$12,500 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-bloomsway-8681/transaction/rent/deal-516414
2023-06-15,Tuen Mun,"Flat F, Middle, Tower 6, Pierhead Garden","HKD$14,500 ",@$22,668ft²,CENTANET,https://www.28hse.com/en/estate/detail/pierhead-garden-4429/transaction/rent/deal-516413
2023-06-15,Lohas Park,"Flat G, High, Tower 1, Lp6","HKD$16,800 ",@$33,505ft²,MIDLAND,https://www.28hse.com/en/estate/detail/lp6-26149/transaction/rent/deal-516412
2023-06-15,Tai Wai,"Flat A, High, Tower 5a, The Pavilia Farm Ii","HKD$31,500 ",@$46,679ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-pavilia-farm-27180/transaction/rent/deal-516411
2023-06-15,Tai Wai,"Flat A, High, Tower 5a, The Pavilia Farm Ii","HKD$31,500 ",@$46,679ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-pavilia-farm-27180/transaction/rent/deal-516410
2023-06-15,Lohas Park,"Flat F, High, Tower 5a, Phase 4b Wings At Sea Ii","HKD$14,000 ",@$41,343ft²,CENTANET,https://www.28hse.com/en/estate/detail/wings-at-seaii-26155/transaction/rent/deal-516407
2023-06-15,Lohas Park,"Flat J, Low, Tower 3, Phase 6 Lp6","HKD$13,000 ",@$42,307ft²,CENTANET,https://www.28hse.com/en/estate/detail/lp6-26149/transaction/rent/deal-516406
2023-06-15,Tai Wai,"Flat D, High, Tower 5 (5b), Phase 2","HKD$21,000 ",@$40,521ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-pavilia-farm-27180/transaction/rent/deal-516405
2023-06-15,Tai Wai,"Flat D, High, Tower 5 (5b), Phase 2","HKD$21,000 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-pavilia-farm-27180/transaction/rent/deal-516404
2023-06-15,Tuen Mun,"Flat K, High, The Esplanade","HKD$9,000 ",@$40,224ft²,CENTANET,https://www.28hse.com/en/estate/detail/esplanade-22766/transaction/rent/deal-516403
2023-06-15,Ma On Shan,"Flat B01, Low, Tower 2, The Met. Blossom","HKD$9,800 ",@$43,229ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-met-blossom-8900/transaction/rent/deal-516402
2023-06-15,Tuen Mun Castle Peak Road,"Flat D, Low, The Laguna Tower 3, The Bloomsway","HKD$15,000 ",@$26,588ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-bloomsway-8681/transaction/rent/deal-516401
2023-06-15,Tseung Kwan O,"Flat D, Middle, Tower 1, The Parkside","HKD$19,500 ",@$38,507ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-parkside-8533/transaction/rent/deal-516400
2023-06-15,ShaTin,"Flat D, Low, Court C Tower 1, Dragons Range","HKD$20,000 ",@$30,657ft²,CENTANET,https://www.28hse.com/en/estate/detail/dragons-range-8527/transaction/rent/deal-516399
2023-07-15,Tai Kok Tsui,"Flat F, High, Tower 2, Park Summit","HKD$13,000 ",@$46,283ft²,CENTANET,https://www.28hse.com/en/estate/detail/park-summit-7517/transaction/rent/deal-527675
2023-07-15,Diamond Hill,"Flat 7, Middle, Tower D, Galaxia","HKD$20,000 ",@$39,517ft²,CENTANET,https://www.28hse.com/en/estate/detail/galaxia-2050/transaction/rent/deal-527674
2023-07-15,Lai Chi Kok,"Flat G, Low, Tower 2, Phase 1","HKD$24,500 ",@$37,658ft²,CENTANET,https://www.28hse.com/en/estate/detail/banyan-garden-2451/transaction/rent/deal-527673
2023-07-15,Wong Tai Sin,"Flat C, High, Tower 3a, Lions Rise","HKD$22,000 ",@$39,570ft²,CENTANET,https://www.28hse.com/en/estate/detail/lionsrise-6255/transaction/rent/deal-527672
2023-07-15,Kowloon Bay,"Flat H, Middle, Wai King Building","HKD$12,800 ",@$34,378ft²,CENTANET,https://www.28hse.com/en/estate/detail/wai-king-building-5624/transaction/rent/deal-527671
2023-07-15,Kowloon Station,"Flat B, Low, Tower 21 - Zone 1 (sun Sky), The Cullinan","HKD$75,000 ",@$58,"1,295ft²",CENTANET,https://www.28hse.com/en/estate/detail/the-cullinan-5090/transaction/rent/deal-527670
2023-07-15,Olympic,"Flat C, Middle, Tower 1","HKD$26,500 ",@$46,574ft²,MIDLAND,https://www.28hse.com/en/estate/detail/florient-rise-5007/transaction/rent/deal-527669
2023-07-15,Kowloon City,"Flat C, High, Fook Yee Garden","HKD$27,800 ",@$27,"1,017ft²",CENTANET,https://www.28hse.com/en/estate/detail/fook-yee-garden-2654/transaction/rent/deal-527668
2023-07-15,Ho Man Tin,"Flat D, High, Grand Excelsior","HKD$38,000 ",@$41,921ft²,CENTANET,https://www.28hse.com/en/estate/detail/grand-excelsior-2604/transaction/rent/deal-527667
2023-07-15,Olympic,"Flat C, High, Tower 7, One Silversea","HKD$32,500 ",@$49,665ft²,CENTANET,https://www.28hse.com/en/estate/detail/one-silversea-2565/transaction/rent/deal-527666
2023-07-15,Kowloon Tong,"Flat D2, Middle, Faber Garden","HKD$20,000 ",@$40,496ft²,MIDLAND,https://www.28hse.com/en/estate/detail/faber-garden-2164/transaction/rent/deal-527665
2023-07-15,Olympic,"Flat D, Low, Tower 1, Hampton Place","HKD$18,000 ",@$39,464ft²,CENTANET,https://www.28hse.com/en/estate/detail/hampton-place-2563/transaction/rent/deal-527664
2023-07-15,Ho Man Tin,"Flat 35號, Low, 35 Celestial Avenue, Phase 1","HKD$58,000 ",@$36,"1,604ft²",CENTANET,https://www.28hse.com/en/estate/detail/celestial-height-23559/transaction/rent/deal-527663
2023-07-15,Cheung Sha Wan,"Flat E, Middle, Tower 3b, Phase 1","HKD$16,800 ",@$53,319ft²,MIDLAND,https://www.28hse.com/en/estate/detail/grand-victoria-i-23650/transaction/rent/deal-527662
2023-07-15,Cheung Sha Wan,"Flat E, Middle, Tower 3b, Phase 1","HKD$16,800 ",@$53,319ft²,MIDLAND,https://www.28hse.com/en/estate/detail/grand-victoria-i-23650/transaction/rent/deal-527661
2023-07-15,Kowloon Bay,"Flat 2, Middle, Block U","HKD$15,000 ",@$30,494ft²,MIDLAND,https://www.28hse.com/en/estate/detail/telford-gardens-2080/transaction/rent/deal-527660
2023-07-15,Mei Foo,"Flat C, Middle, No.40 Broadway, Phase Ii","HKD$16,800 ",@$32,532ft²,MIDLAND,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/transaction/rent/deal-527659
2023-07-15,Mei Foo,"Flat C, Middle, No.40 Broadway, Phase Ii","HKD$16,800 ",@$32,532ft²,MIDLAND,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/transaction/rent/deal-527658
2023-07-15,To Kwa Wan,"Flat C, Middle, Block 6","HKD$30,000 ",@$33,898ft²,MIDLAND,https://www.28hse.com/en/estate/detail/grand-waterfront-2548/transaction/rent/deal-527657
2023-07-15,Cheung Sha Wan,"Flat B, Low, Tower 3a, Phase 1","HKD$25,000 ",@$51,489ft²,MIDLAND,https://www.28hse.com/en/estate/detail/grand-victoria-i-23650/transaction/rent/deal-527656
2023-06-15,Ma On Shan,"Flat 11, 28/F, Block E",HKD$3.531 Millions,"@$7,899",447ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746074
2023-06-15,Ma On Shan,"Flat 9, 8/F, Block D",HKD$3.455 Millions,"@$7,050",490ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746073
2023-06-15,Ma On Shan,"Flat 8, 18/F, Block E",HKD$3.094 Millions,"@$7,263",426ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746072
2023-06-15,Ma On Shan,"Flat 6, 16/F, Block A",HKD$3.211 Millions,"@$7,183",447ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746071
2023-06-15,Ma On Shan,"Flat 4, 10/F, Block D",HKD$3.082 Millions,"@$7,234",426ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746070
2023-06-15,Ma On Shan,"Flat 5, 23/F, Block D",HKD$3.152 Millions,"@$7,540",418ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746069
2023-06-15,Ma On Shan,"Flat 4, 19/F, Block B",HKD$3.266 Millions,"@$7,405",441ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746068
2023-06-15,Ma On Shan,"Flat 4, 25/F, Block B",HKD$3.325 Millions,"@$7,540",441ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746067
2023-06-15,Ma On Shan,"Flat 1, 12/F, Block C",HKD$3.636 Millions,"@$7,359",494ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746066
2023-06-15,Ma On Shan,"Flat 10, 9/F, Block E",HKD$3.352 Millions,"@$7,500",447ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746065
2023-06-15,Ma On Shan,"Flat 10, 37/F, Block D",HKD$3.591 Millions,"@$8,034",447ft²,LAND,https://www.28hse.com/en/estate/detail/kam-chun-court-28294/transaction/deal-746064
2023-06-15,Lohas Park,"Flat LB, Middle, Emerald (tower 2), Phase 3a Hemera","HKD$28,000 ",@$30,942ft²,CENTANET,https://www.28hse.com/en/estate/detail/hemera-26145/transaction/rent/deal-693142
2023-06-15,Lohas Park,"Flat LB, Middle, Emerald (tower 2), Phase 3a Hemera","HKD$28,000 ",@$30,942ft²,CENTANET,https://www.28hse.com/en/estate/detail/hemera-26145/transaction/rent/deal-692958
2023-06-15,Lohas Park,"Flat A, Low, Montreal (tower 3 - R Wing), Phase 1 The Capitol","HKD$17,500 ",@$24,716ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-capitol-26141/transaction/rent/deal-692265
2023-06-15,Lohas Park,"Flat A, High, Tower 7 L, Le Prestige - Le Prime","HKD$17,200 ",@$25,680ft²,MIDLAND,https://www.28hse.com/en/estate/detail/le-prime-23563/transaction/rent/deal-689963
2023-06-15,North Point Mid,"Flat G, Middle, Block G-h, Hilltop Mansion","HKD$43,800 ",@$38,"1,163ft²",CENTANET,https://www.28hse.com/en/estate/detail/hilltop-mansion-26342/transaction/rent/deal-662686
2023-06-15,Tuen Mun Castle Peak Road,"Flat 10, Middle, Tower 6, Phase 3 Skypoint Royale","HKD$9,500 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-royale-28649/transaction/rent/deal-653548
2023-06-15,Heng Fa Chuen,"Flat 1, High, Block 45, Heng Fa Chuen","HKD$28,300 ",@$33,858ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-646922
2023-06-15,Yuen Long,"Flat G, High, Tower 2, Phase B","HKD$14,000 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-yoho-hub-23686/transaction/rent/deal-644468
2023-06-15,Yuen Long,"Flat F, Middle, Tower 1, Phase B","HKD$13,500 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-yoho-hub-23686/transaction/rent/deal-644467
2023-07-24,Fotan,"Flat A, Low, Block 9",HKD$41.28 Millions,"@$22,170","1,862ft²",CENTANET,https://www.28hse.com/en/estate/detail/the-palazzo-4207/transaction/deal-530485
2023-07-24,Tsing Yi,"Flat B05, Low, The Met. Azure","HKD$12,000 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/the-met-azure-23661/transaction/rent/deal-530484
2023-07-24,Lohas Park,"Flat C, Low, Tower 1 (1b), Phase 7b Grand Montara","HKD$17,300 ",@$37,464ft²,CENTANET,https://www.28hse.com/en/estate/detail/grand-montara-23611/transaction/rent/deal-530483
2023-07-24,Lohas Park,"Flat A, High, Tower 2 (2b), Phase 7a Montara","HKD$18,500 ",@$35,529ft²,CENTANET,https://www.28hse.com/en/estate/detail/montara-23609/transaction/rent/deal-530482
2023-07-24,Tai Po,"Flat B3, Middle, Tower 11, Phase 2","HKD$14,500 ",@$43,339ft²,CENTANET,https://www.28hse.com/en/estate/detail/st-martin-22526/transaction/rent/deal-530481
2023-07-24,Pak Shek Kok,"Flat B3, Middle, Tower 11, Phase 2","HKD$14,500 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/st-martin-22526/transaction/rent/deal-530480
2023-07-24,Tseung Kwan O,"Flat D, High, Block 4, Phase 3",HKD$7.35 Millions,"@$15,638",470ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-metro-city-4000/transaction/deal-530479
2023-07-24,Po Lam,"Flat D, High, Block 4, Phase 3",HKD$7.35 Millions,"@$15,638",470ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-metro-city-4000/transaction/deal-530478
2023-07-24,ShaTin,"Flat E, High, Block 39, Phase 4","HKD$12,500 ",@$44,284ft²,MIDLAND,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-530477
2023-07-24,ShaTin,"Flat E, High, Block 39, Phase 4","HKD$12,500 ",@$44,284ft²,MIDLAND,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-530476
2023-07-24,Yuen Long,"Flat H, Low, Tower 3, Yuccie Square","HKD$14,200 ",@$33,429ft²,CENTANET,https://www.28hse.com/en/estate/detail/yuccie-square-8685/transaction/rent/deal-530475
2023-07-24,Tsuen Wan,"Flat 7, Middle, Block J, Luk Yeung Sun Chuen","HKD$16,300 ",@$36,451ft²,CENTANET,https://www.28hse.com/en/estate/detail/luk-yeung-sun-chuen-4579/transaction/rent/deal-530474
2023-07-24,Tuen Mun,"Flat D, Middle, Rose Dale Garden","HKD$11,000 ",@$26,421ft²,CENTANET,https://www.28hse.com/en/estate/detail/rosedale-garden-4468/transaction/rent/deal-530473
2023-07-24,Lohas Park,"Flat C, Low, Tower 1 (1b), Phase 7b Grand Montara","HKD$17,300 ",-,,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-530472
2023-07-24,Lohas Park,"Flat A, High, Tower 2 (2b), Phase 7a Montara","HKD$18,500 ",@$35,529ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-530471
2023-07-24,Tai Po,"Flat C, Middle, Yee Fai Court (block 2)",HKD$4.4 Millions,"@$11,892",370ft²,CENTANET,https://www.28hse.com/en/estate/detail/tai-po-plaza-4141/transaction/deal-530470
2023-07-24,ShaTin,"Flat D, High, Block 2, Site 1","HKD$14,200 ",@$43,327ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-530469
2023-07-24,ShaTin,"Flat D, High, Carpark, Commercial Block A","HKD$14,200 ",@$43,327ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-530468
2023-07-24,Ma On Shan,"Flat D, Low, Block 2","HKD$23,000 ",@$28,814ft²,MIDLAND,https://www.28hse.com/en/estate/detail/sausalito-4061/transaction/rent/deal-530467
2023-07-24,Hang Hau,"Flat C, Middle, Block 1","HKD$16,500 ",@$34,484ft²,MIDLAND,https://www.28hse.com/en/estate/detail/residence-oasis-4001/transaction/rent/deal-530466
2023-07-15,Tung Chung,"Flat 3, High, Tower 2a, Phase 2","HKD$15,500 ",@$32,482ft²,CENTANET,https://www.28hse.com/en/estate/detail/century-link-8549/transaction/rent/deal-527964
2023-07-15,Tung Chung,"Flat 9, High, Tower 2b, Phase 2","HKD$12,000 ",@$32,380ft²,CENTANET,https://www.28hse.com/en/estate/detail/century-link-8549/transaction/rent/deal-527963
2023-07-15,ShaTin,"Flat A, Low, Court C Tower 1, Dragons Range","HKD$33,000 ",@$34,963ft²,CENTANET,https://www.28hse.com/en/estate/detail/dragons-range-8527/transaction/rent/deal-527959
2023-07-15,FanLing,"Flat D, Low, Block 9, Dawning Views","HKD$11,800 ",@$31,385ft²,CENTANET,https://www.28hse.com/en/estate/detail/dawning-views-4170/transaction/rent/deal-527958
2023-07-15,FanLing,"Flat G, Middle, Block 4, Dawning Views","HKD$13,000 ",@$30,438ft²,CENTANET,https://www.28hse.com/en/estate/detail/dawning-views-4170/transaction/rent/deal-527957
2023-07-15,FanLing,"Flat E, High, Block 4, Dawning Views","HKD$12,500 ",@$33,384ft²,CENTANET,https://www.28hse.com/en/estate/detail/dawning-views-4170/transaction/rent/deal-527956
2023-07-15,Tung Chung,"Flat C, Middle, La Rossa A (tower 7), Phase 3 La Rossa","HKD$25,000 ",@$28,883ft²,CENTANET,https://www.28hse.com/en/estate/detail/coastal-skyline-4711/transaction/rent/deal-527955
2023-07-15,Tung Chung,"Flat F, High, Block 2, Phase 1","HKD$15,500 ",@$32,485ft²,CENTANET,https://www.28hse.com/en/estate/detail/coastal-skyline-4711/transaction/rent/deal-527954
2023-07-15,ShaTin,"Flat B, Low, Block 17, Site 2","HKD$14,500 ",@$32,451ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-527953
2023-07-15,ShaTin,"Flat B, Low, Block 37, Site 4","HKD$14,500 ",@$32,451ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-527952
2023-07-15,Tsuen Wan,"Flat A, High, Block 5, City Point","HKD$17,200 ",@$35,485ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-point-8385/transaction/rent/deal-527951
2023-07-15,Tai Po,"Flat H, Middle, Tower 3, Phase 1","HKD$8,000 ",@$45,179ft²,CENTANET,https://www.28hse.com/en/estate/detail/mont-vert-phase-1-8320/transaction/rent/deal-527950
2023-07-15,Tai Po,"Flat G, High, Tower 5, Phase 1","HKD$22,500 ",@$24,934ft²,CENTANET,https://www.28hse.com/en/estate/detail/mont-vert-phase-1-8320/transaction/rent/deal-527949
2023-07-15,Tung Chung,"Flat D, Middle, Tower 6, Phase 2 Albany Cove","HKD$17,800 ",@$25,702ft²,CENTANET,https://www.28hse.com/en/estate/detail/caribbean-coast-4710/transaction/rent/deal-527948
2023-07-15,Tung Chung,"Flat E, Middle, Tower 15, Phase 4 Crystal Cove","HKD$14,500 ",@$27,546ft²,CENTANET,https://www.28hse.com/en/estate/detail/caribbean-coast-4710/transaction/rent/deal-527947
