Date,District,Address,Transaction Price,Sq Price,Area,Source,Link
2023-11-07,Lohas Park,"Flat B, High, Tower 5 R (venice), The Capitol","HKD$15,000 ",@$29,519ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-capitol-26141/transaction/rent/deal-689567
2023-11-06,Happy Valley,"Flat A, 20/F, Tsui Man Court",HKD$13.88 Millions,"@$14,941",929ft²,LAND,https://www.28hse.com/en/estate/detail/tsui-man-court-5504/transaction/deal-617442
2023-11-06,Sai Wan Ho,"Flat D, 9/F, Parker33",HKD$5 Millions,"@$15,244",328ft²,LAND,https://www.28hse.com/en/estate/detail/parker33-8628/transaction/deal-617441
2023-11-06,Kennedy Town,"Flat 8, 17/F, Block A",HKD$4.9 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/nam-hung-mansion-6119/transaction/deal-617440
2023-11-06,Happy Valley,"Flat B, 14/F",HKD$16.8 Millions,"@$14,371","1,169ft²",LAND,https://www.28hse.com/en/estate/detail/winfield-gardens-22290/transaction/deal-617439
2023-11-06,Chai Wan,"Flat E, 19/F, Block A",HKD$2.98 Millions,"@$8,896",335ft²,LAND,https://www.28hse.com/en/estate/detail/yen-lok-building-5681/transaction/deal-617438
2023-11-06,Lohas Park,"Flat B, High, Blue Danube (tower 5 - L Wing), Phase 2a Le Prestige","HKD$20,000 ",@$29,679ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-617437
2023-11-06,Lohas Park,"Flat B, Low, Tower 6 - L Wing, Phase 2b Le Prime","HKD$21,500 ",@$26,813ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-617436
2023-11-06,Lohas Park,"Flat D, High, Tower 7 - R Wing, Phase 2b Le Prime",HKD$7.3 Millions,"@$10,847",673ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/deal-617435
2023-11-06,Lohas Park,"Flat B, High, Tower 8 - L Wing, Phase 2b Le Prime",HKD$7.4 Millions,"@$10,264",721ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/deal-617434
2023-11-06,FanLing,"Flat 6, High, Block G, Phase 1",HKD$5.65 Millions,"@$11,014",513ft²,CENTANET,https://www.28hse.com/en/estate/detail/fanling-centre-4172/transaction/deal-617433
2023-11-06,Tung Chung,"Flat G, Low, Block 3, Phase 1",HKD$5 Millions,"@$12,887",388ft²,CENTANET,https://www.28hse.com/en/estate/detail/coastal-skyline-4711/transaction/deal-617432
2023-11-06,Tung Chung,"Flat C, High, Tower 10, Phase 3 Carmel Cove","HKD$15,900 ",@$28,565ft²,CENTANET,https://www.28hse.com/en/estate/detail/caribbean-coast-4710/transaction/rent/deal-617430
2023-11-06,Olympic,"Flat B, Middle, Tower 1, The Hermitage","HKD$50,000 ",@$43,"1,174ft²",CENTANET,https://www.28hse.com/en/estate/detail/the-hermitage-5556/transaction/rent/deal-617429
2023-11-06,Kowloon Bay,"Flat 13, Low, Block J, Telford Gardens","HKD$16,500 ",@$32,517ft²,CENTANET,https://www.28hse.com/en/estate/detail/telford-gardens-2080/transaction/rent/deal-617428
2023-11-06,Mei Foo,"Flat 53號B, High, 53-55 Broadway, Phase 3",HKD$6.2 Millions,"@$10,181",609ft²,CENTANET,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/transaction/deal-617426
2023-11-06,Hung Hom,"Flat G, Middle, Tower 17, Phase 4(4a) Laguna Grande","HKD$24,000 ",@$43,556ft²,CENTANET,https://www.28hse.com/en/estate/detail/laguna-verde-3050/transaction/rent/deal-617425
2023-11-06,Olympic,"Flat H, Low, Tower 5, Harbour Green",HKD$7.9 Millions,"@$16,390",482ft²,CENTANET,https://www.28hse.com/en/estate/detail/harbour-green-2566/transaction/deal-617424
2023-11-06,Taikoo Shing,"Flat F, High, (t-37) Maple Mansion, Harbour View Gardens (west)",HKD$14.8 Millions,"@$16,499",897ft²,CENTANET,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/transaction/deal-617422
2023-11-06,North Point,"Flat F, Low, Block 1 (one Island Place), Island Place",HKD$12.28 Millions,"@$15,584",788ft²,CENTANET,https://www.28hse.com/en/estate/detail/island-place-1072/transaction/deal-617421
2023-11-06,Kwun Tong,"Flat 16, Low, Hiu Tin House (block A), Hiu Lai Court",HKD$4.38 Millions,"@$6,770",647ft²,CENTANET,https://www.28hse.com/en/estate/detail/hiu-lai-court-2021/transaction/deal-617024
2023-11-26,Tung Chung,"Flat F, High, La Rossa A (tower 7), Phase 3 La Rossa","HKD$17,000 ",@$32,539ft²,CENTANET,https://www.28hse.com/en/estate/detail/coastal-skyline-4711/transaction/rent/deal-647081
2023-11-26,Tung Chung,"Flat E, Low, Block 5, Phase 1","HKD$16,000 ",@$33,492ft²,CENTANET,https://www.28hse.com/en/estate/detail/coastal-skyline-4711/transaction/rent/deal-647080
2023-11-26,Tung Chung,"Flat A, Middle, La Rossa A (tower 7), Phase 3 La Rossa","HKD$21,500 ",@$28,780ft²,CENTANET,https://www.28hse.com/en/estate/detail/coastal-skyline-4711/transaction/rent/deal-647079
2023-11-26,Tsuen Wan Sham Tseng,"Flat F, High, Tower 6, Phase 1","HKD$16,800 ",@$32,531ft²,CENTANET,https://www.28hse.com/en/estate/detail/bellagio-4540/transaction/rent/deal-647078
2023-11-26,Kowloon Bay,"Flat 13, Low, Block K, Telford Gardens","HKD$15,500 ",@$28,551ft²,CENTANET,https://www.28hse.com/en/estate/detail/telford-gardens-2080/transaction/rent/deal-647077
2023-11-26,Wan Chai,"Flat H, Middle, Tower 5, Phase 1","HKD$31,000 ",@$56,551ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-avenue-7958/transaction/rent/deal-647075
2023-11-26,South Horizons,"Flat H, High, Fung King Court (block 29), Phase 4 The Oasis","HKD$24,500 ",@$36,687ft²,CENTANET,https://www.28hse.com/en/estate/detail/south-horizons-350/transaction/rent/deal-647074
2023-11-26,Quarry Bay,"Flat 3, Middle, Block F (flat 1 - 8), Kornhill","HKD$17,500 ",@$33,524ft²,CENTANET,https://www.28hse.com/en/estate/detail/kornhill-1120/transaction/rent/deal-647073
2023-11-26,Western mid-levels,"Flat C, High, Phase 1, Blessings Garden","HKD$38,000 ",@$44,854ft²,CENTANET,https://www.28hse.com/en/estate/detail/blessings-garden-384/transaction/rent/deal-647072
2023-11-26,Po Lam,"Flat H, Low, Block 3, The Pinnacle",HKD$5.36 Millions,"@$11,858",452ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-pinnacle-4024/transaction/deal-647071
2023-11-26,Tseung Kwan O,"Flat 16, Middle, Kwong Sui House (block D), Kwong Ming Court","HKD$16,500 ",@$26,646ft²,CENTANET,https://www.28hse.com/en/estate/detail/kwong-ming-court-4039/transaction/rent/deal-647070
2023-11-26,ShaTin,"Flat C, Middle, Hoi Ning Building (block B), Shatin Centre","HKD$13,500 ",@$44,310ft²,CENTANET,https://www.28hse.com/en/estate/detail/shatin-centre-4086/transaction/rent/deal-647069
2023-11-26,Fotan,"Flat A, Low, Tower E, The Grandville","HKD$30,000 ",@$33,905ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-grandville-4123/transaction/rent/deal-647068
2023-11-26,Tuen Mun,"Flat E, Middle, Block 3, Phase 1","HKD$10,800 ",@$25,428ft²,CENTANET,https://www.28hse.com/en/estate/detail/tai-hing-gardens-4412/transaction/rent/deal-647067
2023-11-26,Tuen Mun,"Flat 7, Low, Siu Hang House (block J), Siu Hong Court","HKD$12,000 ",@$28,431ft²,CENTANET,https://www.28hse.com/en/estate/detail/siu-hong-court-4417/transaction/rent/deal-647066
2023-11-26,Tuen Mun,"Flat D, Low, Lok Wing Yuen (block 7), Chi Lok Fa Yuen","HKD$12,000 ",@$23,511ft²,CENTANET,https://www.28hse.com/en/estate/detail/chi-lok-fa-yuen-4442/transaction/rent/deal-647065
2023-11-26,Tsuen Wan,"Flat G, Middle, Block 2, Greenview Court","HKD$14,300 ",@$30,477ft²,CENTANET,https://www.28hse.com/en/estate/detail/greenview-court-4601/transaction/rent/deal-647064
2023-11-26,Tai Wai,"Flat 6, High, Fai Shing House (block C), May Shing Court","HKD$12,800 ",@$34,381ft²,CENTANET,https://www.28hse.com/en/estate/detail/may-shing-court-5156/transaction/rent/deal-647063
2023-11-26,Kai Tak,"Flat B, Middle, Tower 1a","HKD$19,500 ",@$44,443ft²,MIDLAND,https://www.28hse.com/en/estate/detail/k-summit-23618/transaction/rent/deal-647062
2023-11-26,Lohas Park,"Flat K, High, Tower 1, Lp6","HKD$17,200 ",@$33,522ft²,MIDLAND,https://www.28hse.com/en/estate/detail/lp6-26149/transaction/rent/deal-647061
2023-11-25,Tseung Kwan O,"Flat A, High, Tower 3a, Savannah","HKD$29,300 ",@$42,704ft²,CENTANET,https://www.28hse.com/en/estate/detail/savannah-8840/transaction/rent/deal-646978
2023-11-25,Yuen Long,"Flat E, High, Tower 9, Phase 1","HKD$21,000 ",@$35,592ft²,CENTANET,https://www.28hse.com/en/estate/detail/grand-yoho-8901/transaction/rent/deal-646977
2023-11-25,Lohas Park,"Flat F, Low, Tower 1, Phase 6 Lp6","HKD$16,800 ",@$32,517ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-646976
2023-11-25,Lohas Park,"Flat E, Middle, Tower 2b, Phase 5a Malibu","HKD$18,000 ",@$39,459ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-646975
2023-11-25,Lohas Park,"Flat G, High, Tower 3, Phase 6 Lp6","HKD$15,000 ",@$40,377ft²,CENTANET,https://www.28hse.com/en/estate/detail/lohas-park-4064/transaction/rent/deal-646974
2023-11-25,Tsuen Wan,"Flat C, Low, Tower 7, Phase 3","HKD$17,000 ",@$46,369ft²,CENTANET,https://www.28hse.com/en/estate/detail/ocean-pride-27462/transaction/rent/deal-646972
2023-11-25,Tin Shui Wai,"Flat E, High, Block 14, Phase 7 Kenswood Court","HKD$9,500 ",@$21,446ft²,CENTANET,https://www.28hse.com/en/estate/detail/kingswood-villas-4390/transaction/rent/deal-646970
2023-11-25,Tin Shui Wai,"Flat H, High, Block 4, Phase 3 Chestwood Court","HKD$12,500 ",@$23,549ft²,CENTANET,https://www.28hse.com/en/estate/detail/kingswood-villas-4390/transaction/rent/deal-646969
2023-11-25,Ho Man Tin,"Flat E, Low, Tower 6, Mantin Heights","HKD$25,500 ",@$48,534ft²,CENTANET,https://www.28hse.com/en/estate/detail/mantin-heights-8805/transaction/rent/deal-646968
2023-11-25,Nam Cheong,"Flat E, High, Tower 5b, Phase 3 Cullinan West Ii","HKD$16,800 ",@$62,269ft²,CENTANET,https://www.28hse.com/en/estate/detail/cullinan-west-27511/transaction/rent/deal-646965
2023-11-25,Nam Cheong,"Flat D, High, Tower 3a, Phase 3 Cullinan West Ii","HKD$30,000 ",@$56,535ft²,CENTANET,https://www.28hse.com/en/estate/detail/cullinan-west-27511/transaction/rent/deal-646964
2023-11-24,Lohas Park,"Flat C, 23/F, Tower 3(3a) Of Villa Garda Iii",HKD$6.245 Millions,"@$18,367",340ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440758
2023-11-24,Lohas Park,"Flat F, 29/F, Tower 3(3a) Of Villa Garda Iii",HKD$7.713 Millions,"@$16,878",457ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440757
2023-11-24,Tsing Yi,"Flat 29, 26/F, Block B",HKD$1.603 Millions,"@$5,643",284ft²,LAND,https://www.28hse.com/en/estate/detail/ching-fu-court-32869/transaction/deal-1354589
2023-11-24,Tsing Yi,"Flat 14, 33/F, Block A",HKD$1.548 Millions,"@$5,549",279ft²,LAND,https://www.28hse.com/en/estate/detail/ching-fu-court-32869/transaction/deal-1354588
2023-11-24,Tsing Yi,"Flat 9, 18/F, Block A",HKD$0.978 Millions,"@$5,199",188ft²,LAND,https://www.28hse.com/en/estate/detail/ching-fu-court-32869/transaction/deal-1354587
2023-11-24,Yuen Long,"Monterey Avenue (house), Phase A (monterey Avenue)","HKD$35,000 ",@$26,"1,347ft²",MIDLAND,https://www.28hse.com/en/estate/detail/royal-palms-4272/transaction/rent/deal-1299228
2023-11-24,To Kwa Wan,"Flat E, Middle, Block 7","HKD$18,000 ",@$40,454ft²,MIDLAND,https://www.28hse.com/en/estate/detail/sky-tower-3070/transaction/rent/deal-1296703
2023-11-24,Olympic,"Flat C, High, Block 6","HKD$25,000 ",@$46,541ft²,MIDLAND,https://www.28hse.com/en/estate/detail/harbour-green-2566/transaction/rent/deal-1294699
2023-11-24,Olympic,"Flat E, High, Block 3","HKD$22,000 ",@$46,478ft²,MIDLAND,https://www.28hse.com/en/estate/detail/harbour-green-2566/transaction/rent/deal-1294698
2023-11-27,Prince Edward,"Flat F, 10/F, Tai Wah House",HKD$4.78 Millions,"@$9,541",501ft²,LAND,https://www.28hse.com/en/estate/detail/tai-wah-house-24809/transaction/deal-647355
2023-11-27,Kowloon Bay,"Flat F4, 22/F, Block F",HKD$3.5 Millions,"@$13,834",253ft²,LAND,https://www.28hse.com/en/estate/detail/tak-bo-garden-2083/transaction/deal-647354
2023-11-27,Sham Shui Po,"Flat C, 2/F, Ava228",HKD$2.2 Millions,"@$16,418",134ft²,LAND,https://www.28hse.com/en/estate/detail/ava-228-22921/transaction/deal-647352
2023-11-27,Hung Hom,"Flat A, 51/F, Tower 1",HKD$42 Millions,"@$25,210","1,666ft²",LAND,https://www.28hse.com/en/estate/detail/harbourfront-landmark-3052/transaction/deal-647351
2023-11-27,Hung Hom,"Flat A, 10/F",HKD$4.5 Millions,"@$13,393",336ft²,LAND,https://www.28hse.com/en/estate/detail/kar-king-mansion-3059/transaction/deal-647350
2023-11-27,Kowloon Bay,"Flat 8, 9/F, Block A",HKD$3.88 Millions,"@$10,052",386ft²,LAND,https://www.28hse.com/en/estate/detail/wang-kwong-building-2092/transaction/deal-647349
2023-11-27,Mong Kok,"Flat H, 3/F, Kiu Ming Mansion",HKD$2.9 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/kiu-ming-mansion-2729/transaction/deal-647348
2023-11-27,To Kwa Wan,"Flat H, 12/F, Block A",HKD$5 Millions,"@$14,124",354ft²,LAND,https://www.28hse.com/en/estate/detail/grandview-garden-3085/transaction/deal-647347
2023-11-27,Olympic,"Flat H, 22/F, Tower 3",HKD$8.25 Millions,"@$17,116",482ft²,LAND,https://www.28hse.com/en/estate/detail/harbour-green-2566/transaction/deal-647346
2023-11-27,Hung Hom,"Flat M, 3/F, Block 2",HKD$6.22 Millions,"@$13,095",475ft²,LAND,https://www.28hse.com/en/estate/detail/royal-peninsula-3051/transaction/deal-647345
2023-11-27,Hung Hom,"Flat 5, 10/F, Block X",HKD$3 Millions,"@$9,346",321ft²,LAND,https://www.28hse.com/en/estate/detail/whampoa-estate-3056/transaction/deal-647344
2023-11-27,To Kwa Wan,"Flat B, 3/F",HKD$2.33 Millions,"@$13,547",172ft²,LAND,https://www.28hse.com/en/estate/detail/lucky-court-5499/transaction/deal-647342
2023-11-27,Kowloon Bay,"Flat E, 9/F",HKD$4.8 Millions,"@$11,566",415ft²,LAND,https://www.28hse.com/en/estate/detail/wai-king-building-5624/transaction/deal-647340
2023-11-27,Cheung Sha Wan,"Flat B5, 9/F, Block B",HKD$3.33 Millions,"@$12,333",270ft²,LAND,https://www.28hse.com/en/estate/detail/merlin-centre-2453/transaction/deal-647339
2023-11-27,Shaukeiwan,"Flat E, 9/F, Po Wah Building",HKD$2.91 Millions,"@$13,535",215ft²,LAND,https://www.28hse.com/en/estate/detail/po-wah-building-1197/transaction/deal-647338
2023-11-27,Sai Ying Pun,"Flat C, 10/F",HKD$5.25 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/hang-fai-building-667/transaction/deal-647337
2023-11-27,Wan Chai,"Flat 3, 5/F, Kelly House",HKD$5.32 Millions,"@$10,290",,LAND,https://www.28hse.com/en/estate/detail/kelly-house-8941/transaction/deal-647336
2023-11-27,Wan Chai,"Flat 01, 29/F, J Residence",HKD$12.564 Millions,"@$19,359",649ft²,LAND,https://www.28hse.com/en/estate/detail/j-residence-931/transaction/deal-647335
2023-11-27,Wan Chai,"Flat 1, 18/F",HKD$6.1 Millions,"@$9,050",,LAND,https://www.28hse.com/en/estate/detail/pao-yip-building-8573/transaction/deal-647334
2023-11-27,Quarry Bay,"Flat 7, 17/F, Fok Cheong Building",HKD$1.8 Millions,"@$3,571",504ft²,LAND,https://www.28hse.com/en/estate/detail/fok-cheong-building-5318/transaction/deal-647333
2023-12-21,Quarry Bay,"Flat G, 18/F, Block 5",HKD$6.45 Millions,"@$8,996",,LAND,https://www.28hse.com/en/estate/detail/kornhill-garden-1127/transaction/deal-1269846
2023-12-21,Hung Hom,"Flat D, 15/F, Baker Circle‧greenwich",HKD$4.016 Millions,"@$18,945",212ft²,LAND,https://www.28hse.com/en/estate/detail/baker-circle-greenwich-28350/transaction/deal-1257261
2023-12-21,Tuen Mun,"Flat A, Middle, Tower 2, Phase 1","HKD$12,000 ",@$36,334ft²,CENTANET,https://www.28hse.com/en/estate/detail/regency-bay-28382/transaction/rent/deal-1204439
2023-12-21,Lohas Park,"Flat LA, Low, Tower 10, Phase 2c La Splendeur","HKD$16,500 ",@$27,602ft²,CENTANET,https://www.28hse.com/en/estate/detail/la-splendeur-23567/transaction/rent/deal-692752
2023-12-21,Lohas Park,"Flat B, Low, Venice (tower 5 - R Wing), Phase 1 The Capitol","HKD$15,500 ",@$30,519ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-capitol-26141/transaction/rent/deal-692223
2023-12-21,ShaTin,"Flat E, Low, Block 07, Phase 1","HKD$16,200 ",@$32,504ft²,MIDLAND,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-673506
2023-12-21,Mei Foo,"Flat 3, High, Block E","HKD$13,500 ",@$33,411ft²,MIDLAND,https://www.28hse.com/en/estate/detail/ching-lai-court-2512/transaction/rent/deal-660161
2023-12-21,North Point,"Flat A5, Middle, Block A","HKD$13,000 ",@$56,233ft²,MIDLAND,https://www.28hse.com/en/estate/detail/ka-wai-building-1104/transaction/rent/deal-659437
2023-12-21,Tin Shui Wai,"Flat A2, Middle, Tower 6a, Phase 3","HKD$13,800 ",@$31,441ft²,CENTANET,https://www.28hse.com/en/estate/detail/wetland-seasons-bay-23683/transaction/rent/deal-659009
2023-12-21,Tin Shui Wai,"Flat B6, Middle, Tower 5b, Phase 1","HKD$12,500 ",@$29,426ft²,MIDLAND,https://www.28hse.com/en/estate/detail/wetland-seasons-bay-23683/transaction/rent/deal-658968
2023-12-21,Tin Shui Wai,"Flat A3, High, Tower 2, Phase 2",HKD$5.73 Millions,"@$14,010",409ft²,MIDLAND,https://www.28hse.com/en/estate/detail/wetland-seasons-park-23684/transaction/deal-658763
2023-12-21,Tin Shui Wai,"Flat A2, Middle, Tower 22, Phase 1",HKD$6.18 Millions,"@$11,487",538ft²,CENTANET,https://www.28hse.com/en/estate/detail/wetland-seasons-park-23684/transaction/deal-658716
2023-12-21,Sheung Shui,"Flat D, Low, Tower 7","HKD$25,000 ",@$20,"1,241ft²",MIDLAND,https://www.28hse.com/en/estate/detail/noble-hill-4213/transaction/rent/deal-658690
2023-12-21,Tsuen Wan,"Flat B, High, Block 2",HKD$5 Millions,"@$13,228",378ft²,MIDLAND,https://www.28hse.com/en/estate/detail/tsuen-kam-centre-4584/transaction/deal-658682
2023-12-21,Quarry Bay,"Flat D, High, Block 4, Kornhill Garden",HKD$6.18 Millions,"@$12,769",484ft²,CENTANET,https://www.28hse.com/en/estate/detail/kornhill-garden-1127/transaction/deal-658478
2023-12-21,Tsing Yi,"Flat F, High, Block 1, Grand Horizon","HKD$16,000 ",@$33,491ft²,CENTANET,https://www.28hse.com/en/estate/detail/grand-horizon-4653/transaction/rent/deal-657284
2023-12-21,Lohas Park,"Flat A3, Low, Tower 1","HKD$13,000 ",@$64,203ft²,MIDLAND,https://www.28hse.com/en/estate/detail/manor-hill-23721/transaction/rent/deal-657160
2023-12-21,Ho Man Tin,"Flat E, Low, Tower 5","HKD$32,000 ",@$49,652ft²,MIDLAND,https://www.28hse.com/en/estate/detail/one-homantin-8804/transaction/rent/deal-656956
2023-12-21,Tsing Yi,"Flat 4, Low, Hang Tai House (block C), Ching Tai Court","HKD$13,000 ",@$18,,CENTANET,https://www.28hse.com/en/estate/detail/ching-tai-court-4658/transaction/rent/deal-656473
2023-12-21,Yuen Long,"Flat B, High, Tower 1b, Phase 1c Park Yoho Sicilia","HKD$14,000 ",@$29,490ft²,CENTANET,https://www.28hse.com/en/estate/detail/park-yoho-25641/transaction/rent/deal-656439
2023-12-20,Tai Wai,"Flat 6, 10/F, Hung Sam House--block D",HKD$4.86 Millions,"@$8,602",,LAND,https://www.28hse.com/en/estate/detail/king-tin-court-4121/transaction/deal-654994
2023-12-20,Tai Wai,"Flat B, 12/F, Block 1",HKD$15 Millions,"@$10,823","1,386ft²",LAND,https://www.28hse.com/en/estate/detail/julimount-garden-5357/transaction/deal-654993
2023-12-20,Po Lam,"Flat F, 39/F, Block 4",HKD$5.66 Millions,"@$11,252",503ft²,LAND,https://www.28hse.com/en/estate/detail/serenity-place-4008/transaction/deal-654992
2023-12-20,Ma On Shan,"Flat B, 11/F, Block 2",HKD$4.8 Millions,"@$8,122",591ft²,LAND,https://www.28hse.com/en/estate/detail/chevalier-garden-4059/transaction/deal-654990
2023-12-20,Lohas Park,"Flat A, 52/F, (t2-b) Of Tower 2 Lp10, Lp10",HKD$31.154 Millions,"@$19,374","1,608ft²",LAND,https://www.28hse.com/en/estate/detail/lp10-23624/transaction/deal-654989
2023-12-20,Tin Shui Wai,"Flat 2, 4/F, Block F",HKD$0.3 Millions,@$351,,LAND,https://www.28hse.com/en/estate/detail/tin-chung-court-4376/transaction/deal-654986
2023-12-20,Tai Wo,"Flat G, 21/F",HKD$4.5 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/mei-sun-building-4150/transaction/deal-654985
2023-12-20,Yuen Long,"Flat C, 8/F, Tower 2",HKD$5.9 Millions,"@$9,866",598ft²,LAND,https://www.28hse.com/en/estate/detail/greenery-place-4260/transaction/deal-654984
2023-12-20,Tai Po,"Flat 3, 11/F, Block C",HKD$5 Millions,"@$8,881",563ft²,LAND,https://www.28hse.com/en/estate/detail/ting-nga-court-24684/transaction/deal-654983
2023-12-20,Tin Shui Wai,"Flat 4, 16/F, Block F",HKD$3.98 Millions,"@$6,123",650ft²,LAND,https://www.28hse.com/en/estate/detail/tin-fu-court-4372/transaction/deal-654980
2023-12-20,Kwai Chung,"Flat A, 18/F, Block 6",HKD$6.5 Millions,"@$7,995",813ft²,LAND,https://www.28hse.com/en/estate/detail/wonderland-villas-4657/transaction/deal-654979
2023-12-20,Sai Kung,"Flat D, 6/F, Block 2",HKD$5.9 Millions,"@$11,195",527ft²,LAND,https://www.28hse.com/en/estate/detail/sai-kung-garden-6513/transaction/deal-654978
2023-12-20,Yuen Long,"Flat B, 11/F",HKD$3.455 Millions,"@$10,313",335ft²,LAND,https://www.28hse.com/en/estate/detail/kin-fai-building-5079/transaction/deal-654975
2023-12-20,ShaTin,"Flat 4, 32/F, Wah Shing House--block B",HKD$4.4 Millions,"@$6,349",,LAND,https://www.28hse.com/en/estate/detail/fung-shing-court-4124/transaction/deal-654974
2023-12-20,Ma On Shan,"Flat C, 23/F, Tower 4",HKD$6 Millions,"@$15,424",389ft²,LAND,https://www.28hse.com/en/estate/detail/bayshore-towers-4042/transaction/deal-654973
